filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
10,0.25161721161998724,0.06680306047201157,1609.2334791402732,1932.45832798131,3393.212815039667,0.07563673084365326,-269.4614422791474,127.01362927387062,8.371522699870704,21.37869400213363,21.78899980258889,4.951205286408015,1.952538499467397,10.07750647035157,2.260654264027863,1.6751421630701333,-0.8047705099932267,5.458975103987455,-6.088990215793846,-6.094576257107285,-5.239188413423428,1.5464036591750283,-4.265987044242711,2.2316250074964605,-0.9319538248558715,0.7480185491702785,cry
1000,0.4266670508162646,0.24835313856601715,2094.2232508179977,2334.527606358662,4547.405835792376,0.09054518188854489,-30.556313054992096,103.36030403133526,-7.326629756511567,28.01125378172928,5.57574360891414,13.74494883996453,-2.0005565337773312,7.964186667104165,-1.6578294730021959,7.080512192803143,1.9563329521532493,6.296046217786682,0.3844269819280101,2.144967540151867,-1.271202713803413,3.6683985700655244,-1.3956296171561549,4.1940203898225725,-2.2750825347527375,0.33477690467812926,happy
1001,0.34460881051334447,0.06624550372362137,1807.8076946494293,1990.5242082680656,3555.0285032290053,0.09442535494872291,-172.21474807165148,127.68637380040487,-18.820862545841262,22.13056626174374,4.441981110739906,3.9717238006015134,-3.7084225702671487,5.788214186198675,-7.422754308981321,4.772074604445461,-3.1540230747598876,-1.2935205067679203,-1.6165978339557554,-3.683248692120297,-8.696141931689315,2.7050338697901055,-7.498126668570171,-3.614786694637124,-4.4130432706325635,-1.3548645947439568,gloomy
1002,0.3450801635919458,0.07408986240625381,1184.1626816484475,1635.025027341757,2178.6701592129452,0.04558135702883127,-327.0683784574448,117.45736701276911,33.442938509139374,39.310513553809756,22.325540274972877,13.455959187491182,8.082707729751254,11.19134516492522,-1.389789697321156,6.448595582427109,-0.9271874024452892,2.9192617749924183,-1.720765469780159,-5.596276697839341,-4.980798013836592,0.06261096924591826,-0.6269972339809836,-1.9922605991744136,0.0004610200893649339,2.9575003967049565,gloomy
1003,0.2538357420252749,0.06443291902542114,1779.544556009625,1929.8324185410722,3318.071602741631,0.0660173634626548,-296.18826131595864,90.12775698890192,11.678915133491564,28.703209591483475,-12.524633646191095,-3.321216348212555,-3.0972940050617845,-6.296760708508508,-3.003949896421626,-1.82383139022178,3.1926783786483597,0.06783631249177459,-6.443447938250925,1.8852810757600824,-3.301087385078871,1.9318211638178842,-5.599883152661106,-0.40575819975700245,-5.279927682118896,-2.202913283978006,calm
1004,0.33095969265758635,0.08613602072000504,1719.535522378521,1838.6336514243312,3643.4196354065884,0.07516470044020898,-143.71014732555446,129.67897871855558,-31.714973045650083,49.43386533369029,-22.283150355219508,10.848690415212367,-10.013275079188642,2.9393846275319007,-6.699157888511616,2.6990780835290478,-6.826365314269443,-12.18409851048081,-10.206924891297067,-10.113190194807263,-8.50855610249352,-5.136091765477752,-12.989514959275006,-0.7926509360936992,-2.8128560972733214,7.773237814489883,cry
1005,0.3917087794249029,0.07167685031890869,1629.8642639147865,2052.9583512579666,3529.9619881361264,0.06416892414860681,-176.6493561139598,121.15034775555742,-4.614352893361779,37.11052285319726,0.48199230668725507,17.357828519113408,-4.436228774925668,3.96510686272951,-8.366896908106648,7.417854710638046,-4.970065921439423,4.233949765803199,-2.2963897139178013,0.7109601710589296,-5.11466456187875,-4.523871130298658,-11.075230963368499,-1.5150135385043797,-2.391689399033414,-1.1024845433585426,happy
1006,0.25981852772919,0.05444476380944252,2111.93170560883,2352.24190223978,4413.68997768721,0.07992582055437307,-274.2325748962276,87.25012838569485,14.968439693296723,23.449466055528816,-11.75067358663901,-3.027026422380671,-5.050219825705743,-8.89307366575446,-12.423710942625704,5.048189565885506,-15.01125870969564,-4.132662712407231,-9.574755152200149,-3.6106476491293398,-4.838775843274515,-1.9263872232589692,-4.4069061585081934,-0.3260853767070846,-6.960689783389573,1.8255581396693692,gloomy
1007,0.32776342657402924,0.057787347584962845,2275.321623490768,2483.6628908495477,4859.9706124226,0.08210418984616873,-251.39481386217872,81.96323610655385,7.424501823531379,28.178395777788303,1.0261741549577168,1.9351241756368889,-4.6890761403286945,-1.684754568931044,-10.81760425420181,3.1534929708817443,-13.140840298426772,-0.3574125349234913,-10.690730075861687,-3.9848397457935816,-5.396266189316942,-1.5636754598081455,-2.6878274373393554,1.337875092159477,-6.475342545045303,-2.990619752192862,light
1008,0.3034247191293708,0.04424755275249481,1752.7316675223158,1954.0033617486738,3474.85398803333,0.08418089686532508,-257.63862976657555,124.91947073303699,-18.652388829819568,17.78536483164642,7.830675448743634,2.3430577898531606,-16.77098412634827,7.544575600395953,-16.17880981436811,-5.994285270299861,-8.623464970950405,-10.294753383309855,-4.458144658714075,-7.070612079644534,-5.726160748246034,-7.71379466604561,-11.70206442924615,-4.847268281203937,-2.7827481391643545,-6.2733107118459035,happy
